crym,tco_btc_nm,ma_fem_dc,agegrp_dc,tco_btc_u_ct,tco_btc_u_am
202109,일식,2,70,4024,174226040
202109,일식,2,80,731,32357120
202109,일식,2,90,45,2095560
202109,중식,1,0,3,56600
202109,중식,1,10,100,2256754
202109,중식,1,20,18715,453932767
202109,중식,1,30,63554,1587171311
202109,중식,1,40,120268,2811044825
202109,중식,1,50,85707,1911701566
202109,중식,1,60,29340,667378718
202109,중식,1,70,6625,153504029
202109,중식,1,80,1335,35321190
202109,중식,1,90,68,1957200
202109,중식,2,0,8,97700
202109,중식,2,10,133,2733209
202109,중식,2,20,17961,423935283
202109,중식,2,30,50332,1293660624
202109,중식,2,40,116734,2579013688
202109,중식,2,50,84361,1929334723
202109,중식,2,60,29405,725724680
202109,중식,2,70,6656,172266007
202109,중식,2,80,1223,36096190
202109,중식,2,90,48,2044200
202109,양식,1,0,2,30000
202109,양식,1,10,59,2001240
202109,양식,1,20,11335,389958133
202109,양식,1,30,30520,1098871234
202109,양식,1,40,35133,1201162817
202109,양식,1,50,24262,799561554
202109,양식,1,60,7547,248500984
202109,양식,1,70,1499,51474085
202109,양식,1,80,326,12727600
202109,양식,1,90,26,2338800
202109,양식,2,0,2,55000
202109,양식,2,10,81,2138613
202109,양식,2,20,20499,682543666
202109,양식,2,30,41062,1321000279
202109,양식,2,40,55162,1622870399
202109,양식,2,50,42872,1271979855
202109,양식,2,60,12729,418996499
202109,양식,2,70,2152,81376478
202109,양식,2,80,337,11173410
202109,양식,2,90,15,632100
202109,패스트푸드점,1,0,2,17800
202109,패스트푸드점,1,10,219,2289700
202109,패스트푸드점,1,20,37598,332709440
202109,패스트푸드점,1,30,112388,996169123
202109,패스트푸드점,1,40,154987,1503959897
202109,패스트푸드점,1,50,79728,763627088
202109,패스트푸드점,1,60,20004,173501023
202109,패스트푸드점,1,70,4949,41789580
202109,패스트푸드점,1,80,1357,10736480
202109,패스트푸드점,1,90,89,788950
202109,패스트푸드점,2,0,3,22100
202109,패스트푸드점,2,10,156,1387900
202109,패스트푸드점,2,20,32421,286708201
202109,패스트푸드점,2,30,109246,987077137
202109,패스트푸드점,2,40,211204,2029663425
202109,패스트푸드점,2,50,119781,1116440626
202109,패스트푸드점,2,60,34112,296238865
202109,패스트푸드점,2,70,7534,65141330
202109,패스트푸드점,2,80,1238,10726320
202109,패스트푸드점,2,90,34,357300
202109,패밀리레스토랑,1,10,24,828250
202109,패밀리레스토랑,1,20,3313,103267027
202109,패밀리레스토랑,1,30,9620,313278638
202109,패밀리레스토랑,1,40,15047,472020395
202109,패밀리레스토랑,1,50,10143,295929511
202109,패밀리레스토랑,1,60,2569,72899283
202109,패밀리레스토랑,1,70,508,14793585
202109,패밀리레스토랑,1,80,118,3509950
202109,패밀리레스토랑,1,90,10,285820
202109,패밀리레스토랑,2,10,18,696040
202109,패밀리레스토랑,2,20,3685,126898793
202109,패밀리레스토랑,2,30,10305,332271600
202109,패밀리레스토랑,2,40,20456,594107910
202109,패밀리레스토랑,2,50,15439,435173747
202109,패밀리레스토랑,2,60,4330,119597475
202109,패밀리레스토랑,2,70,869,25291467
202109,패밀리레스토랑,2,80,155,4952434
202109,패밀리레스토랑,2,90,10,343010
